Unnamed: 0.1,Unnamed: 0,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country_Brazil,Country_Canada,Country_India,Country_Indonesia,Country_New Zealand,Country_Phillipines,Country_Qatar,Country_Singapore,Country_South Africa,Country_Sri Lanka,Country_Turkey,Country_UAE,Country_United Kingdom,Country_United States,Country Code_14,Country Code_30,Country Code_37,Country Code_94,Country Code_148,Country Code_162,Country Code_166,Country Code_184,Country Code_189,Country Code_191,Country Code_208,Country Code_214,Country Code_215,Country Code_216,Currency_Brazilian Real(R$),Currency_Dollar($),Currency_Emirati Diram(AED),Currency_Indian Rupees(Rs.),Currency_Indonesian Rupiah(IDR),Currency_NewZealand($),Currency_Pounds(£),Currency_Qatari Rial(QR),Currency_Rand(R),Currency_Sri Lankan Rupee(LKR),Currency_Turkish Lira(TL),Rating color_Green,Rating color_Orange,Rating color_Red,Rating color_White,Rating color_Yellow,Rating text_Excellent,Rating text_Good,Rating text_Not rated,Rating text_Poor,Rating text_Very Good
1656,1656,0.11705580567479845,0.0051303528426342795,77.0394717,28.5119564,0.020626112448958223,250,0,0,0,1,3.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1657,1657,0.11705580567479845,0.0051303528426342795,77.0319416,28.5033789,0.034970160192649986,400,0,0,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1658,1658,0.11705580567479845,0.0051303528426342795,77.0308638,28.5089193,0.00020940215684221548,600,0,0,0,2,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1659,1659,0.11705580567479845,0.0051303528426342795,77.0351721,28.5145201,0.017799183331588316,450,0,0,0,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1660,1660,0.11705580567479845,0.0051303528426342795,77.0196076,28.4857718,0.011307716469479636,200,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1661,1661,0.11705580567479845,0.0051303528426342795,77.0198157,28.4859312,0.015600460684745052,300,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1662,1662,0.11705580567479845,0.0051303528426342795,77.0197677,28.4859483,0.0018846194115799393,100,0,0,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1663,1663,0.11705580567479845,0.0051303528426342795,77.0093235,28.4921812,0.03706418176107214,350,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1664,1664,0.11705580567479845,0.0051303528426342795,77.024736,28.5144976,0.0005235053921055386,200,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1665,1665,0.11705580567479845,0.0051303528426342795,77.0225318,28.497571,0.010993613234216312,700,0,0,0,2,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1666,1666,0.11705580567479845,0.0051303528426342795,0.0,0.0,0.00020940215684221548,500,0,0,0,2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1667,1667,0.11705580567479845,0.0051303528426342795,77.02189766,28.49841367,0.053502251073186055,600,0,0,0,2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1668,1668,0.11705580567479845,0.0051303528426342795,77.025184,28.5142695,0.010993613234216312,600,0,0,0,2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1669,1669,0.11705580567479845,0.0051303528426342795,77.02152,28.4959225,0.011307716469479636,150,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1670,1670,0.11705580567479845,0.0051303528426342795,0.0,0.0,0.053502251073186055,250,0,0,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1671,1671,0.11705580567479845,0.0051303528426342795,77.0252309,28.5118122,0.0010470107842110773,450,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1672,1672,0.11705580567479845,0.0051303528426342795,77.0313937,28.5091367,0.012354727253690714,400,0,0,0,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1673,1673,0.11705580567479845,0.0051303528426342795,0.0,0.0,0.0048162496073709555,600,0,0,0,2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1674,1674,0.11705580567479845,0.0051303528426342795,77.0411995,28.512055,0.020626112448958223,400,0,0,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1675,1675,0.11705580567479845,0.0051303528426342795,77.0378566,28.5125685,0.017799183331588316,200,0,0,0,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1676,1676,0.11705580567479845,0.0051303528426342795,77.04251687,28.52068371,0.017799183331588316,700,0,0,0,2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1677,1677,0.11705580567479845,0.0051303528426342795,0.0,0.0,0.09800020940215684,150,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1678,1678,0.11705580567479845,0.0051303528426342795,77.0283498,28.5019693,0.053502251073186055,600,0,0,0,2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1679,1679,0.11705580567479845,0.0051303528426342795,77.01025,28.4936502,0.013715841273165113,600,0,0,0,2,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1680,1680,0.11705580567479845,0.0051303528426342795,77.0196062,28.4877231,0.09800020940215684,300,0,0,0,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1681,1681,0.11705580567479845,0.0051303528426342795,77.0203724,28.4946737,0.0048162496073709555,450,0,0,0,1,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1682,1682,0.11705580567479845,0.0051303528426342795,77.0386974,28.51231235,0.005653858234739818,250,0,0,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1683,1683,0.11705580567479845,0.0051303528426342795,77.0358272,28.5033611,0.09800020940215684,400,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1684,1684,0.11705580567479845,0.0051303528426342795,77.0194842,28.4860462,0.0074337765678986496,500,0,0,0,2,0.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1685,1685,0.11705580567479845,0.0051303528426342795,77.0197876,28.4875817,0.09800020940215684,350,0,0,0,1,0.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1686,1686,0.11705580567479845,0.0051303528426342795,77.0410645,28.5120868,0.015600460684745052,150,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1687,1687,0.11705580567479845,0.0051303528426342795,77.03139368,28.50913665,0.09800020940215684,500,0,0,0,2,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1688,1688,0.11705580567479845,0.0051303528426342795,77.0196976,28.4890966,0.09800020940215684,300,0,0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1689,1689,0.11705580567479845,0.0051303528426342795,77.0219634,28.4968821,0.09800020940215684,400,0,0,0,1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1690,1690,0.11705580567479845,0.00010470107842110774,77.0318264,28.4590795,0.0010470107842110773,1375,1,0,0,3,3.2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1691,1691,0.11705580567479845,0.00041880431368443097,77.0756484,28.4592611,0.00010470107842110774,1375,1,0,0,4,3.4,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1692,1692,0.11705580567479845,0.00041880431368443097,77.0757697,28.4592519,0.017799183331588316,1200,0,0,0,3,3.2,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1693,1693,0.11705580567479845,0.00041880431368443097,77.0757094,28.4592449,0.00020940215684221548,1375,1,0,0,4,3.7,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1694,1694,0.11705580567479845,0.00041880431368443097,77.075722,28.4592314,0.034970160192649986,1375,1,0,0,4,3.7,320,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1695,1695,0.11705580567479845,0.00010470107842110774,77.0730853,28.4777065,0.00010470107842110774,1375,1,0,0,4,3.0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1696,1696,0.11705580567479845,0.0013611140194744007,77.1019957,28.4722814,0.006596167940529788,350,0,1,0,1,3.1,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1697,1697,0.11705580567479845,0.0013611140194744007,77.1022778,28.4715146,0.03130562244791121,650,0,0,0,2,3.3,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1698,1698,0.11705580567479845,0.0013611140194744007,77.1017259,28.4718072,0.03130562244791121,450,0,0,0,1,2.8,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1699,1699,0.11705580567479845,0.0013611140194744007,77.1021755,28.4720297,0.03130562244791121,400,0,0,0,1,3.2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1700,1700,0.11705580567479845,0.0013611140194744007,77.1020406,28.4718823,0.034970160192649986,700,0,1,0,2,2.8,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1701,1701,0.11705580567479845,0.0013611140194744007,77.1018865,28.4725209,0.034970160192649986,900,1,1,0,2,3.0,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1702,1702,0.11705580567479845,0.0013611140194744007,77.1024452,28.4719659,0.013715841273165113,700,0,0,0,2,2.8,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1703,1703,0.11705580567479845,0.0013611140194744007,77.1022654,28.472128,0.0051303528426342795,350,0,0,0,1,2.8,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1704,1704,0.11705580567479845,0.0013611140194744007,77.10254565,28.47211841,0.00010470107842110774,500,0,0,0,2,3.4,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1705,1705,0.11705580567479845,0.0013611140194744007,77.1022654,28.4720383,0.011307716469479636,250,0,1,0,1,3.0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1706,1706,0.11705580567479845,0.0013611140194744007,77.1024003,28.4715582,0.00649146686210868,500,0,1,0,2,3.2,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1707,1707,0.11705580567479845,0.0013611140194744007,77.1017259,28.4715383,0.012145325096848498,200,0,0,0,1,3.3,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1708,1708,0.11705580567479845,0.0013611140194744007,77.1018159,28.4713676,0.00010470107842110774,500,0,0,0,2,3.7,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1709,1709,0.11705580567479845,0.00031410323526332324,77.0392029,28.4237354,0.004502146372107632,500,0,1,0,2,3.0,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1710,1710,0.11705580567479845,0.00031410323526332324,77.0395802,28.4234228,0.005339754999476495,700,0,1,0,2,3.2,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1711,1711,0.11705580567479845,0.00031410323526332324,77.0394902,28.4234142,0.0018846194115799393,600,0,1,0,2,2.3,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1712,1712,0.11705580567479845,0.00010470107842110774,77.0706524,28.4497396,0.00010470107842110774,1375,1,0,0,3,3.5,194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1713,1713,0.11705580567479845,0.00020940215684221548,77.0268394,28.4596657,0.0074337765678986496,200,0,0,0,1,3.2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1714,1714,0.11705580567479845,0.00020940215684221548,77.0313172,28.4623451,0.09800020940215684,250,0,0,0,1,3.1,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1715,1715,0.11705580567479845,0.00020940215684221548,77.0868894,28.4797958,0.0014658150978955084,600,0,0,0,2,3.6,315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1716,1716,0.11705580567479845,0.00020940215684221548,77.0865747,28.4797207,0.0051303528426342795,1375,0,0,0,3,2.4,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1717,1717,0.11705580567479845,0.0031410323526332323,77.0324732,28.4636195,0.09800020940215684,200,0,0,0,1,3.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1718,1718,0.11705580567479845,0.0031410323526332323,77.0324282,28.4637496,0.002931630195791017,1375,1,0,0,3,3.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1719,1719,0.11705580567479845,0.0031410323526332323,77.0338596,28.4675057,0.09800020940215684,500,0,0,0,2,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1720,1720,0.11705580567479845,0.005444456077897603,77.0404135,28.4755199,0.00020940215684221548,150,0,0,0,1,2.8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1721,1721,0.11705580567479845,0.005444456077897603,77.0441684,28.4706936,0.022824835095801486,400,0,0,0,1,3.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1722,1722,0.11705580567479845,0.005444456077897603,77.0348123,28.476036,0.0048162496073709555,400,0,0,0,1,2.9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1723,1723,0.11705580567479845,0.005444456077897603,0.0,0.0,0.00010470107842110774,800,0,0,0,2,2.9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1724,1724,0.11705580567479845,0.005444456077897603,77.0483361,28.4735491,0.004502146372107632,300,0,0,0,1,3.2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1725,1725,0.11705580567479845,0.005444456077897603,77.0476105,28.4745207,0.03706418176107214,300,0,0,0,1,3.1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1726,1726,0.11705580567479845,0.005444456077897603,77.046327,28.4775051,0.03130562244791121,450,0,0,0,1,2.8,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1727,1727,0.11705580567479845,0.005444456077897603,77.0204025,28.4703517,0.017799183331588316,300,0,1,0,1,3.3,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1728,1728,0.11705580567479845,0.005444456077897603,77.0424008,28.4741041,0.00020940215684221548,200,0,0,0,1,3.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1729,1729,0.11705580567479845,0.005444456077897603,77.0474607,28.4740266,0.017799183331588316,200,0,0,0,1,3.1,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1730,1730,0.11705580567479845,0.005444456077897603,77.0475174,28.474015,0.017799183331588316,200,0,0,0,1,3.1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1731,1731,0.11705580567479845,0.005444456077897603,0.0,0.0,0.00010470107842110774,500,0,0,0,2,3.1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1732,1732,0.11705580567479845,0.005444456077897603,77.04808339,28.48038451,0.053502251073186055,600,0,0,0,2,2.8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1733,1733,0.11705580567479845,0.005444456077897603,77.0424589,28.4739949,0.022824835095801486,200,0,0,0,1,2.9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1734,1734,0.11705580567479845,0.005444456077897603,0.0,0.0,0.09800020940215684,200,0,0,0,1,3.2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1735,1735,0.11705580567479845,0.005444456077897603,77.048056,28.4730599,0.053502251073186055,400,0,0,0,1,3.1,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1736,1736,0.11705580567479845,0.005444456077897603,77.0445066,28.4694139,0.0015705161763166161,350,0,0,0,1,3.4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1737,1737,0.11705580567479845,0.005444456077897603,77.0494753,28.4822008,0.007747879803161973,200,0,1,0,1,3.3,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1738,1738,0.11705580567479845,0.005444456077897603,77.0439881,28.4754869,0.007747879803161973,200,0,1,0,1,3.3,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1739,1739,0.11705580567479845,0.005444456077897603,77.0481041,28.4736495,0.005653858234739818,250,0,0,0,1,2.6,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
